solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot
1636148068921376768,Gaia DR3 49298394834276608,49298394834276608,1291697080,2016.0,64.31506301993932,0.08484158,20.578332998961216,0.045323372,35.08043993927667,0.0963375,364.14108,71.893394,-40.3747229380494,0.1323791,-59.485643178719705,0.08230505,0.4308331,-0.23415539,-0.133921,-0.052482385,-0.011359384,-0.19652118,0.32962203,0.19870393,0.094137214,-0.004604078,387,387,378,9,0.42190084,27155.938,0.62396854,819.41425,31,False,1.6706327,,,,,,,,43,15,0.1842658,48,12,16,0.074170016,174.40889,0,0,1.0145885,,,,,,,,,False,375,213435890.0244592,120170.58,1776.1077,4.864198,44,137220237.66965818,90904.48,1509.4993,4.994997,40,109940906.99284196,310723.34,353.82248,4.644997,1.1580112,0.0,0.0,0.0,0.0,0.0,0.3499999,0.13079882,0.21920109,13.233951,0.13706647,1.0,32.0,0.0,13.0,1463.7797,,0.004456527,888.0855,1.2336321,7750.0,4.5,-0.25,555.0,56.09116,0.4379849,31.0,4.573178,0.004668508,32.0,,NOT_AVAILABLE,174.60539025035854,-21.03339293862046,66.05865068561516,-0.7515241267702414,False,False,0,True,True,False,False,False,True,True,False,1.1560554e-13,5.7744385e-13,0.99865586,7460.598,7459.2837,7462.0317,4.2089,4.2055,4.2118,-0.2815,-0.2998,-0.2722,28.6899,28.6049,28.7758,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0001,A
1636148068921376768,Gaia DR3 49415527182759296,49415527182759296,1487208628,2016.0,64.85887727127862,0.06989196,21.14211470952081,0.038745604,11.929966847767933,0.08434145,141.44844,51.659626,28.816245346467376,0.10526124,-42.87588039037422,0.07203225,0.3692102,0.067458004,0.19860989,0.065989,0.099222735,0.045274407,0.4132411,0.3776749,-0.037936088,0.014821779,382,382,367,15,-1.6922951,13325.546,0.5369791,492.93158,31,False,1.7810901,,,,,,,,43,14,0.1483426,54,15,11,0.060343914,136.36005,0,0,0.93686914,,,,,,,,,False,388,120977940.72865231,59604.914,2029.6638,5.4806013,46,91008845.9438468,63434.906,1434.6809,5.440833,36,48552150.09800103,84382.11,575.3844,5.5323744,1.153607,0.0,5.0,0.0,35.0,0.0,-0.09154129,-0.03976822,-0.05177307,7.438055,1.8459066,1.0,22.0,0.0,13.0,761.88043,51.216,0.0,917.396,21.220339,11500.0,5.0,-0.5,555.0,,,,5.5369744,0.004735254,22.0,845.881,NOT_AVAILABLE,174.51671555459143,-20.278941486760925,66.65562603596312,-0.2827672432846693,False,False,0,True,True,True,False,False,True,True,False,1.0213749e-13,5.1017166e-13,0.99999684,11544.347,11502.909,11580.819,4.0884,4.0805,4.1017,-1.4741,-1.4948,-1.2714,88.9412,87.9176,89.8338,0.0188,0.0164,0.021,0.0184,0.016,0.0205,0.0098,0.0085,0.011,A
1636148068921376768,Gaia DR3 49510566218944768,49510566218944768,89933871,2016.0,64.59714069539021,0.20924838,21.57914659026752,0.11447637,19.505278658003856,0.23915848,81.55797,91.07027,89.59457224847664,0.37852886,-16.32805640295218,0.21765622,0.44155744,0.033317514,-0.1931547,-0.18125673,0.1288294,-0.32607815,0.21745375,0.22957908,-0.10108386,-0.12036554,395,395,393,2,80.82554,199681.95,1.5754807,5186.0923,31,False,1.6580863,,,,,,,,45,14,0.52967435,47,10,13,0.055301823,173.55383,0,0,5.0249557,,,,,,,,,True,403,113093668.86347476,144028.58,785.21686,5.553771,46,70865647.07560924,50912.78,1391.9028,5.712453,43,59353080.3139798,112069.02,529.6118,5.314287,1.1514237,0.0,4.0,0.0,39.0,0.0,0.3981657,0.15868187,0.23948383,40.940502,0.43798265,1.0,24.0,0.0,13.0,930.2618,,0.0,685.7664,7.0995293,7500.0,4.5,0.5,555.0,87.78485,1.879898,24.0,5.224666,0.0055372594,24.0,,NOT_AVAILABLE,173.9962632584069,-20.16978839831436,66.48962532645156,0.1893109367259904,False,False,0,True,True,False,False,False,False,True,False,1.0202512e-11,5.0961034e-11,1.0000273e-06,,,,,,,,,,,,,,,,,,,,,,
1636148068921376768,Gaia DR3 49520461823548288,49520461823548288,391139611,2016.0,64.90307371343063,0.08869954,21.773306813382668,0.048135035,11.402268814831404,0.09490252,120.14716,50.289078,28.55782392026296,0.14923234,-41.39374165428986,0.08840618,0.35716113,-0.12873921,-0.25642338,-0.2436243,0.1062544,-0.3667787,0.14135747,0.039388135,-0.017979495,-0.038057733,371,371,360,11,5.6151032,29437.531,0.6654075,883.00604,31,False,1.7984545,,,,,,,,42,14,0.20864078,49,17,15,0.056786288,102.9449,0,0,1.216965,,,,,,,,,False,379,140298063.25338778,175707.94,798.4731,5.319738,42,107093714.04519624,262230.2,408.3958,5.2641325,37,54558698.00747407,235241.77,231.92607,5.4057355,1.152207,0.0,0.0,0.0,0.0,0.0,-0.141603,-0.05560541,-0.08599758,16.746176,0.8477829,1.0,27.0,0.0,15.0,901.5905,,0.0,685.9426,13.064135,11000.0,5.0,0.25,555.0,45.08608,7.1793566,27.0,5.4337497,0.007551145,27.0,954.4759,VARIABLE,174.0440327631798,-19.828454095766357,66.80275025566534,0.3324157002790112,False,False,0,True,True,True,True,False,False,True,False,1.02290206e-13,5.1093445e-13,0.99999946,,,,,,,,,,,,,,,,,,,,,,
1636148068921376768,Gaia DR3 49729231594420096,49729231594420096,1786762817,2016.0,60.20380195133232,0.035421666,18.19387756746013,0.020070959,21.85669141594702,0.042020794,520.1399,133.22171,130.27507482032178,0.040346712,-27.86443910589072,0.024790788,0.09784545,0.2893486,-0.0021030412,-0.013496906,-0.17290577,0.026001547,0.6845121,0.21300395,-0.31302008,0.05331683,354,354,345,9,0.4198195,3164.46,0.22818287,89.72766,31,True,1.6477867,,,,,,,,40,14,0.05626601,44,7,13,0.033343792,90.9185,0,0,1.015157,,,,,,,,,False,372,89810576.71699959,36665.633,2449.4485,5.804048,42,56265896.863870814,73182.02,768.84863,5.9629292,37,49311346.33980628,48406.977,1018.6826,5.515528,1.1755546,0.0,0.0,0.0,0.0,0.0,0.44740105,0.15888119,0.28851986,34.040028,0.28005415,1.0,22.0,0.0,13.0,791.18304,,6.953917e-05,916.64325,4.1524506,7000.0,4.0,0.0,555.0,163.33847,1.6264553,21.0,5.4043202,0.037286833,23.0,,NOT_AVAILABLE,173.65392483039014,-25.50090753254629,61.80464171636159,-2.3763984140050574,False,False,0,False,False,False,False,False,True,True,False,1.3750302e-13,6.868207e-13,0.99648726,7018.5312,7016.802,7020.3657,4.0464,4.0447,4.048,-0.537,-0.5593,-0.5186,45.7358,45.6513,45.8218,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0001,A
1636148068921376768,Gaia DR3 53112944270520832,53112944270520832,852672776,2016.0,61.33523408583346,0.033382494,22.008324337407693,0.019417644,59.47279310870263,0.036096618,1647.6002,216.13844,172.21245290662395,0.03984584,-130.6089579128826,0.023394406,0.07605512,0.30682176,-0.05321798,0.06414651,-0.106589705,0.07695907,0.7422844,-0.046269007,-0.24940401,0.014479638,394,394,385,9,-1.4405738,2810.7324,0.2118453,76.75918,31,True,1.5656867,,,,,,,,45,16,0.055163663,50,10,14,0.008352229,151.38272,0,0,0.947341,,,,,,,,,False,416,93815385.26842362,55712.82,1683.9102,5.756682,46,50811955.69542156,86033.45,590.60693,6.0736275,43,61836337.5834374,107925.7,572.9528,5.269786,1.2007444,0.0,0.0,0.0,0.0,0.0,0.8038416,0.31694555,0.48689604,23.891306,0.11902571,1.0,32.0,0.0,11.0,1137.925,,0.22054586,917.8977,0.64705086,5750.0,4.5,0.0,222.0,7.249439,0.51252764,31.0,5.1011124,0.004650569,32.0,,VARIABLE,171.4471407270888,-22.09453808853338,63.58818141910627,1.1589524690098183,False,False,0,False,False,False,True,False,True,True,False,1.0202512e-11,5.0961034e-11,1.0000273e-06,5750.9917,5749.536,5752.283,4.4057,4.4048,4.4066,-0.1359,-0.1478,-0.1264,16.7968,16.7779,16.8092,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0001,MARCS
1636148068921376768,Gaia DR3 53164002842376832,53164002842376832,697163014,2016.0,61.17425004460124,0.35920522,22.08166969321299,0.18324725,17.619441960173923,0.18534274,95.0641,109.9235,93.06683077061192,0.5604521,-58.495646101488944,0.22716202,-0.77276355,-0.22422044,0.8375115,-0.7387443,-0.036019206,-0.8135954,0.94969696,-0.035449207,-0.13997151,-0.8242837,315,315,302,13,29.79212,42230.703,0.8400209,1310.4482,95,False,,1.4836574,0.02112628,0.19267459,-0.13577843,-0.12459454,0.118775345,-0.19498399,36,10,0.8893653,40,40,0,0.023156347,160.63562,1,0,2.4463112,,,,,,,,,False,293,445531015.9852527,406002.88,1097.3593,4.065172,36,198304248.616696,166203.1,1193.1442,4.595212,37,349930572.01285106,548370.06,638.12854,3.387941,1.23052,0.0,0.0,0.0,0.0,0.0,1.2072711,0.5300398,0.6772313,9.353551,0.1799359,1.0,3.0,0.0,3.0,567.5766,,0.27163327,85.95241,0.38279247,4750.0,2.5,0.0,222.0,,,,3.1519465,0.0043784264,3.0,,NOT_AVAILABLE,171.2782123597876,-22.15070545417898,63.455728324718365,1.2594933381163105,False,False,0,False,False,False,False,False,False,True,False,1.0293561e-13,5.141582e-13,0.99990964,,,,,,,,,,,,,,,,,,,,,,
1636148068921376768,Gaia DR3 56413781254974080,56413781254974080,374175006,2016.0,53.53534931054166,0.021564638,17.83144865206094,0.017676426,23.85926549379988,0.02601434,917.15826,324.4783,94.3822545931632,0.024980145,-310.4483270704404,0.019425437,0.21873106,0.1516903,-0.29164758,-0.08741767,-0.3960619,-0.11753216,0.06717912,0.1498644,-0.08393541,0.3207701,178,178,173,5,-1.0052829,707.6132,0.13149692,22.980257,31,True,1.5017089,,,,,,,,20,14,0.03734988,26,9,11,0.030454868,100.68692,0,0,0.94371486,,,,,,,,,False,216,81118153.46738873,27895.928,2907.885,5.914572,26,38665051.55184464,35205.22,1098.2761,6.370246,24,60962522.05725959,59980.88,1016.3659,5.2852383,1.2281785,0.0,0.0,0.0,0.0,0.0,1.0850077,0.45567417,0.6293335,10.969899,0.1200454,1.0,10.0,0.0,10.0,658.15265,,0.9283638,891.75323,0.2902069,5000.0,3.5,-0.25,222.0,,,,5.049609,0.0047343173,10.0,,NOT_AVAILABLE,168.8098424069034,-30.193354800971708,55.532870161330784,-1.3514296097140657,False,False,0,False,False,False,False,False,False,True,False,1.0428693e-13,5.2090797e-13,0.9997759,,,,,,,,,,,,,,,,,,,,,,
1636148068921376768,Gaia DR3 57064451620025088,57064451620025088,286388684,2016.0,55.94727319451872,0.02846046,19.66478829847926,0.01732991,8.38820541705626,0.03144843,266.7289,128.96722,116.42663368927391,0.03385796,-55.47418306871044,0.020512195,-0.14094983,0.07845237,-0.20166017,-0.059339352,-0.36117777,-0.09359049,0.34433824,0.35139418,-0.19386572,-0.028511813,167,167,165,2,0.49547455,801.90454,0.14385544,26.726448,31,True,1.4802455,,,,,,,,19,12,0.048103016,28,7,14,0.07763837,119.116684,0,0,1.0257236,,,,,,,,,False,196,84588293.8073292,25905.354,3265.2825,5.869091,26,38747596.95115522,31852.756,1216.4598,6.3679304,23,65691281.822006576,92254.49,712.0659,5.2041264,1.2346729,0.0,0.0,0.0,0.0,0.0,1.163804,0.49883938,0.6649647,78.42507,0.12674986,1.0,10.0,0.0,9.0,672.6519,,0.5787832,797.05975,0.5099945,4750.0,1.5,-0.5,222.0,5.6736417,0.60055894,10.0,4.9627175,0.010809848,10.0,,NOT_AVAILABLE,169.30866991629324,-27.29755147048175,58.17692288535162,-0.091567002803834,False,False,0,False,False,False,False,False,True,True,False,1.0263709e-13,5.126671e-13,0.9999392,4867.802,4857.284,4878.0474,2.4927,2.4825,2.4974,-0.28,-0.2805,-0.2786,120.728,119.9535,122.1101,0.1214,0.1102,0.1315,0.096,0.0871,0.104,0.0508,0.046,0.055,MARCS
1636148068921376768,Gaia DR3 57111696260204800,57111696260204800,1204993622,2016.0,55.57896969853678,0.08475307,19.7001972609426,0.047614414,6.275847073158987,0.08332969,75.31346,13.762627,4.456738460568601,0.089622594,-13.021036089567591,0.058492105,0.046321165,-0.5433385,-0.2578773,0.20090294,-0.31166852,0.11566945,0.29972488,0.13833058,-0.119802505,-0.14684804,159,159,154,5,0.5545974,4140.3306,0.42625567,217.71324,31,False,1.7579296,,,,,,,,18,11,0.12946182,24,7,13,0.15688294,173.07234,1,0,1.0300382,,,,,,,,,False,190,102876091.81292072,79777.62,1289.5358,5.656581,24,75190732.63311328,121257.3,620.0924,5.6481314,19,44504557.560022585,89557.26,496.9397,5.6268845,1.1634898,0.0,0.0,0.0,0.0,0.0,0.02124691,-0.008449554,0.029696465,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,168.99593779395292,-27.50833363924204,57.84685816141684,0.0205525916919196,False,False,0,False,False,False,False,False,True,True,False,1.0671852e-13,5.3305364e-13,0.9995372,11021.849,10986.5205,11064.322,3.6518,3.6409,3.6621,-0.5332,-0.5593,-0.5085,172.3198,169.2407,175.224,0.2132,0.2099,0.2167,0.2068,0.2036,0.2102,0.1105,0.1088,0.1123,A
1636148068921376768,Gaia DR3 58968737038716288,58968737038716288,191638517,2016.0,47.088132746406416,0.028695418,18.79498882407291,0.025512442,4.490568210885861,0.03195301,140.53662,40.538845,37.94105157099966,0.04121915,-14.278465085037393,0.031776093,0.069636784,0.08943708,-0.10659098,0.26517758,-0.116326064,0.16603224,0.19688395,0.32434517,0.15957707,-0.033707667,151,151,147,4,0.7207619,1089.3369,0.19964977,50.94104,31,True,1.3620582,,,,,,,,17,12,0.05778892,19,7,12,0.17028995,162.91885,0,0,1.040693,,,,,,,,,False,163,111155950.15230872,64533.67,1722.4489,5.572535,17,34144089.1951816,69604.4,490.54498,6.5052533,17,113248701.28738238,374606.78,302.31354,4.6128125,1.326,0.0,0.0,0.0,0.0,0.0,1.8924408,0.9327183,0.9597225,44.086372,0.124570966,1.0,7.0,0.0,6.0,801.8161,,0.81699824,867.45544,0.35897064,4000.0,1.0,-0.25,444.0,7.601726,0.34656975,6.0,4.2363095,0.005353719,7.0,,NOT_AVAILABLE,162.53378523281188,-33.34605482030736,49.85734602464663,1.1344712212989203,False,False,0,False,False,False,False,False,False,True,False,1.0241626e-13,1.1178437e-10,0.999961,,,,,,,,,,,,,,,,,,,,,,
1636148068921376768,Gaia DR3 59396206544205056,59396206544205056,1359698789,2016.0,48.478800065293285,0.030730233,18.97337549382683,0.02261422,4.4865230284412965,0.031273097,143.4627,25.937922,24.145473034786317,0.0426691,9.474802108841228,0.027760234,-0.13548714,0.17377943,0.26499438,-0.15766573,-0.157637,-0.19447154,0.19403535,0.24155194,0.01611481,-0.30992568,144,144,142,2,6.1514482,1007.5647,0.18340603,35.02371,31,True,1.388873,,,,,,,,16,11,0.06204608,18,6,7,0.024703793,105.197495,0,0,1.3910512,,,,,,,,,True,149,78640678.9328163,32010.943,2456.6812,5.948249,16,27055594.58298484,44704.97,605.2033,6.7578993,14,74572322.7662653,175121.39,425.83218,5.0664515,1.2923073,0.0,0.0,0.0,0.0,0.0,1.6914477,0.8096504,0.8817973,-0.93109107,0.13089937,1.0,8.0,0.0,7.0,684.10706,,0.54957545,917.573,0.44545078,4000.0,1.0,-0.25,444.0,8.465025,0.8409397,7.0,4.7234592,0.0066685695,8.0,,NOT_AVAILABLE,163.6504565501879,-32.40600162943942,51.17317664111957,0.9546243167036792,False,False,0,False,False,False,False,False,True,True,False,1.0217283e-13,5.1034817e-13,0.9999851,4542.762,4531.733,4548.2695,1.9304,1.908,1.9392,-0.01,-0.0129,-0.0084,236.3001,234.168,242.1345,1.0612,1.0455,1.0683,0.791,0.7789,0.7964,0.4139,0.4074,0.4168,MARCS
1636148068921376768,Gaia DR3 60248877811546112,60248877811546112,1431487673,2016.0,47.90808720855174,0.14154555,19.726648284350475,0.10231115,19.7730878789186,0.15924157,124.17039,153.97276,153.8713974263472,0.26247838,-5.586166354145505,0.14965582,-0.13329534,0.25337645,-0.10256841,0.25468656,-0.2055982,0.112562366,0.10590597,0.44211465,-0.08392693,-0.3796159,108,108,105,3,11.260759,8676.119,0.7727592,642.4431,95,False,,1.4998631,0.037227303,-0.14592196,0.031646907,-0.23905593,-0.38095647,0.1950249,13,11,0.37739372,16,16,0,0.02642945,77.16212,0,0,1.8948566,,,,,,,,,False,112,445871820.6267997,618687.5,720.6737,4.064342,14,200100499.45133543,540798.75,370.0092,4.5854216,14,344642392.7673716,1202144.8,286.6896,3.4044738,1.2217478,0.0,0.0,0.0,0.0,0.0,1.1809478,0.52107954,0.65986824,22.974302,0.11970443,1.0,9.0,0.0,9.0,1386.155,,0.9378948,894.50385,0.35130692,5000.0,3.0,0.0,333.0,7.874554,0.45072186,8.0,3.1886644,0.005290525,9.0,,NOT_AVAILABLE,162.60287072320205,-32.136194896915086,50.85369825072339,1.8237412178109984,False,False,0,False,False,False,False,False,False,True,False,4.908007e-11,5.127875e-13,0.9999368,4814.3438,4813.408,4815.277,2.562,2.5549,2.5687,-0.273,-0.2756,-0.271,49.2887,48.918,49.6701,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0001,PHOENIX
1636148068921376768,Gaia DR3 60494103263991168,60494103263991168,714004719,2016.0,48.72528453666189,0.35398918,21.04411908941896,0.28731707,11.894242243151323,0.4325346,27.498938,78.3211,-26.27645029194368,0.41723612,-73.78172287814925,0.37010118,0.01022793,0.35128206,0.13465199,0.12143888,-0.25633964,0.0072002006,0.2191968,0.0028130226,0.33700573,0.12774444,142,142,140,2,39.242474,131625.06,2.3886776,7529.986,31,False,1.4749988,,,,,,,,16,13,0.5979867,17,5,8,0.044983614,168.50386,0,0,4.1694202,,,,,,,,,False,139,213279010.5337834,381232.3,559.4463,4.8649964,16,155925044.02525756,270692.25,576.0233,4.8562527,16,91127867.25948691,146320.64,622.7957,4.8487673,1.1583555,0.0,0.0,0.0,0.0,0.0,0.0074853897,-0.008743763,0.016229153,77.455086,1.8134062,1.0,7.0,0.0,6.0,574.2548,,0.0,759.5619,10.79805,6000.0,4.5,1.0,111.0,,,,4.8383145,0.0049312427,7.0,,NOT_AVAILABLE,162.38423695901594,-30.62370099247503,51.94210268623231,2.8913967620165653,False,False,0,False,False,False,False,False,False,True,False,1.05332166e-13,5.261289e-13,0.9996745,9535.284,9481.264,9664.447,3.4379,3.4252,3.4694,-0.7629,-0.7635,-0.7622,128.2837,124.7914,129.6848,0.0217,0.0139,0.0385,0.0209,0.0133,0.0371,0.0111,0.0071,0.0198,PHOENIX
1636148068921376768,Gaia DR3 61033001402831872,61033001402831872,1288613476,2016.0,50.68825067127788,0.26373854,20.742002979608355,0.15455689,9.763905169738733,0.2442339,39.97768,55.544624,-53.633008788834445,0.32573134,-14.446651986267316,0.22221483,-0.36916894,-0.5096649,0.33593315,-0.5427994,0.17523359,-0.4322374,0.44744813,-0.06669101,0.47709465,-0.45477873,124,124,123,1,15.033079,33540.207,1.1934966,1605.2378,31,False,1.4351846,,,,,,,,14,9,0.50732803,38,7,23,0.018759716,82.09985,36,0,2.1204207,,,,,,,,,False,294,247861713.5613192,553118.75,448.11664,4.7018433,35,99894419.44783558,53824.41,1855.9315,5.3396893,33,207885498.6816497,451887.22,460.03845,3.953335,1.2417405,0.0,0.0,0.0,0.0,0.0,1.3863542,0.637846,0.7485082,1.2316668,0.14283556,1.0,8.0,0.0,7.0,1095.1832,,0.14957461,773.7147,0.5924645,4250.0,2.0,0.0,222.0,9.270795,0.50120276,8.0,3.6936738,0.00638584,8.0,744.93774,NOT_AVAILABLE,164.26886690567375,-29.729171454085986,53.63800483045296,2.1272829913290683,False,False,0,False,False,True,False,False,True,True,False,1.0249367e-13,5.119508e-13,0.9999533,4484.821,4468.7793,4495.4224,2.048,2.0336,2.0642,-0.1439,-0.1474,-0.1398,91.4858,89.7771,92.9003,0.0797,0.0585,0.0933,0.0605,0.0443,0.071,0.0315,0.0231,0.037,PHOENIX
1636148068921376768,Gaia DR3 61292039470080384,61292039470080384,1656696763,2016.0,50.30689150696158,0.16523403,21.146978154179607,0.1533535,6.178645545861446,0.20663781,29.900845,32.434578,25.651205464320807,0.19537671,-19.84987635556414,0.18423724,0.048026267,0.022453768,0.021270871,0.31885913,-0.5983474,0.3014827,0.5396469,-0.03915882,-0.4162268,0.14265335,124,124,122,2,7.046681,15555.278,0.9532022,933.43634,31,False,1.798523,,,,,,,,14,10,0.30442303,33,5,29,0.1618281,161.5849,57,0,1.4911382,,,,,,,,,False,278,138199955.6708638,300014.9,460.64362,5.3360972,32,110403728.28855231,612744.44,180.17908,5.231083,30,59760127.47266481,448619.03,133.20908,5.3068666,1.2312874,0.0,1.0,0.0,30.0,0.0,-0.07578373,-0.105014324,0.029230595,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,163.65742736964873,-29.636034585432988,53.39580532019172,2.609253043142929,False,False,0,False,False,False,False,False,True,True,False,1.0243521e-13,5.1165875e-13,0.9999759,12605.752,12282.474,12814.588,3.68,3.6489,3.714,-0.6334,-0.721,-0.5527,169.5476,162.387,176.862,0.2473,0.2327,0.2588,0.2416,0.2271,0.253,0.1295,0.1216,0.1357,A
1636148068921376768,Gaia DR3 61891994861274496,61891994861274496,296825909,2016.0,52.1107018138691,0.032031342,22.80351955319661,0.024538783,14.162943816805935,0.036076475,392.58115,110.19723,0.8327138240854737,0.0384581,-110.19408132190406,0.028439598,0.048590805,0.29253116,0.02592119,0.111291006,0.16552845,0.064664915,0.29324055,0.27976546,0.2519721,0.010838948,178,178,176,2,1.6628115,1702.8488,0.222809,62.866978,95,False,,1.4872228,0.008658399,-0.07007207,0.22034822,0.1030376,0.011368228,0.095995955,20,13,0.053877197,30,30,0,0.045612063,159.9601,51,0,1.0895025,,,,,,,,,False,227,91330696.14682025,41096.047,2222.3718,5.785825,28,42784557.95043235,26600.568,1608.4077,6.2603245,26,71941550.66278648,193958.3,370.91248,5.105446,1.2561616,0.0,0.0,0.0,0.0,0.0,1.1548786,0.4744997,0.6803789,48.552025,0.13220969,1.0,11.0,0.0,10.0,745.45514,,0.18325143,918.6508,0.68003464,4750.0,3.0,-0.25,222.0,10.172911,0.55273414,10.0,4.8701234,0.0049423403,11.0,,NOT_AVAILABLE,163.95445872785842,-27.29642941574888,55.43221148215123,3.795870586330456,False,False,0,False,False,False,False,False,False,True,False,1.0299463e-13,5.1445306e-13,0.9999037,,,,,,,,,,,,,,,,,,,,,,
1636148068921376768,Gaia DR3 64940906245415808,64940906245415808,208005937,2016.0,57.0868319876062,0.0885252,23.421039463726608,0.055064544,7.690936370750085,0.09853769,78.050705,51.06395,19.695020996577448,0.11235742,-47.112981495474266,0.07671501,-0.068693355,0.30453095,-0.1385587,-0.18953109,-0.24317735,-0.09504254,0.3020156,0.19298625,-0.21632454,0.12755543,195,195,185,10,1.3592318,9382.131,0.5798951,441.1725,31,False,1.7816184,,,,,,,,22,13,0.1576573,26,7,9,0.019151146,69.367096,0,0,1.0705914,,,,,,,,,False,203,126948375.39572828,95392.49,1330.8005,5.428299,25,95061596.20688644,97909.305,970.91486,5.3935294,23,51868502.94394336,119395.72,434.42514,5.460636,1.1574004,0.0,0.0,0.0,0.0,0.0,-0.067106724,-0.034769535,-0.03233719,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,167.3320344929308,-23.8256148756444,60.03658005472143,3.340315334133369,False,False,0,True,True,False,False,False,False,True,False,1.0226869e-13,5.1082695e-13,0.999981,,,,,,,,,,,,,,,,,,,,,,
1636148068921376768,Gaia DR3 65205373152172032,65205373152172032,1310194100,2016.0,56.58167144917715,0.22717202,23.94814381017594,0.1531091,7.067028703633884,0.2862073,24.691994,50.13869,13.07521993561586,0.31712848,-48.403789627642766,0.19457982,0.041423954,0.17047606,0.0020867963,0.09308454,-0.24206172,-0.037408594,0.49132848,0.4771104,-0.17648445,-0.085549116,193,193,186,7,21.592102,59734.61,1.5051486,3080.8381,95,False,,1.7060189,0.051108893,-0.18608908,0.112114765,-0.22993323,-0.18113501,0.14912377,22,12,0.45200485,24,24,0,0.26633132,158.45064,0,0,2.3298006,,,,,,,,,False,190,403506024.2395564,889464.4,453.65057,4.172742,24,299302445.9770057,377852.7,792.11414,4.1482663,22,171939344.99426535,606862.0,283.3253,4.159457,1.167868,0.0,0.0,0.0,0.0,0.0,-0.011190891,-0.024475574,0.013284683,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,166.57016037577517,-23.749282194465724,59.69935329713882,3.955608028739483,False,False,0,False,False,False,False,False,False,True,False,1.0325809e-13,5.1576896e-13,0.99988127,,,,,,,,,,,,,,,,,,,,,,
